"","x"
"1",1.97365979139282
"2",4.01311481559941
"3",10.9738103146081
"4",275.560882499574
"5",2.27653069842853
"6",1.96279362648678
"7",0.566586914082838
"8",0.105298414927838
"9",0.528060208536501
"10",0.595787858598018
"11",8.54718939838213
