"","x"
"1",0.786599345555357
"2",2.1471600849879
"3",5.80076212145153
"4",341.678260414517
"5",2.00566075030434
"6",1.7302928920186
"7",0.621767984689998
"8",0.441107100185086
"9",0.160107547184166
"10",0.310210253680184
"11",9.1240480071411
