"","x"
"1",25.5421110676251
"2",4.33282801239152
"3",8.06215360170282
"4",53.9054881491801
"5",1.86121516305341
"6",3.95659104070989
"7",0.666902633716832
"8",1.20227606736728
"9",1.87649493227553
"10",0.463837461249684
"11",8.72315797899087
