"","x"
"1",26.1917603718124
"2",4.32873184658583
"3",18.4891049044165
"4",137686.729297875
"5",1.41641893239439
"6",1.24423285670519
"7",0.243421538475047
"8",0.00876456801501767
"9",2.44785204450819
"10",0.896287131894105
"11",8.30095226576277
