"","x"
"1",4.11728626915983
"2",4.31022847549845
"3",6.55745755541504
"4",99.6183965529375
"5",0.644656733386749
"6",2.50746616235864
"7",0.72612391138547
"8",0.873302881786245
"9",0.554237445969852
"10",0.453994540080005
"11",5.79474398418108
