"","x"
"1",0.968248994646394
"2",3.65540113356185
"3",9.97228580159198
"4",99.870897433088
"5",0.863055644540089
"6",2.37299720003768
"7",1.07276146645883
"8",0.941670691938072
"9",0.415378945445357
"10",0.190599679423092
"11",5.76403460640925
