"","x"
"1",1.24784909385855
"2",6.11661069115825
"3",33.9853179059289
"4",210992717.28454
"5",1.7202265162978
"6",1.03448235874118
"7",0.250469609885119
"8",3.97791443957694e-05
"9",0.430320342042445
"10",0.486644423813058
"11",8.59736824053237
