"","x"
"1",3.50405855541074
"2",5.47291759594374
"3",13.2579729804417
"4",106.498993998949
"5",1.1119315471243
"6",1.6147250876267
"7",0.541036731378363
"8",0.562597781428789
"9",0.512680262279228
"10",0.592989544944259
"11",8.25066717448734
