"","x"
"1",1.07994093924134
"2",4.19408835654445
"3",13.4174446318067
"4",61.8551278043743
"5",1.21271738385593
"6",2.45248635405272
"7",0.997191931494805
"8",1.74164595988565
"9",0.453393211452337
"10",0.358233162452617
"11",8.02232174605024
