"","x"
"1",1.88586545519959
"2",3.6740554114588
"3",10.0551448603168
"4",79.0597842683985
"5",0.704301630701519
"6",3.78578522695749
"7",0.696885283216874
"8",1.44016139355157
"9",0.457706765151384
"10",0.562651361740286
"11",7.5765275151305
