"","x"
"1",1.79888609560065
"2",5.22102756107773
"3",19.8862346569545
"4",87.5318706110078
"5",0.819710467606281
"6",1.29509436084855
"7",0.721151339404397
"8",1.16561052259104
"9",0.389523668000259
"10",0.30867432428673
"11",5.76172638897547
